ID;CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;BF01_01;BF01_02;BF01_03;BF01_04;BF01_05;BF01_06;BF01_07;BF01_08;BF01_09;BF01_10;BF01_11;BF01_12;BF01_13;BF01_14;BF01_15;BF01_16;BF01_17;BF01_18;BF01_19;BF01_20;BF02_21;BF02_22;BF02_23;BF02_24;BF02_25;BF02_26;BF02_27;BF02_28;BF02_29;BF02_30;BF02_31;BF02_32;BF02_33;BF02_34;BF02_35;BF02_36;BF02_37;BF02_38;BF02_39;BF02_40;BF03_61;BF03_42;BF03_43;BF03_44;BF03_45;BF03_46;BF03_47;BF03_48;BF03_49;BF03_50;BF03_51;BF03_52;BF03_53;BF03_54;BF03_55;BF03_56;BF03_57;BF03_58;BF03_59;BF03_60;DP03_01;DP03_02;DP05_01;DP05_02;DP06_01;DP08_01;DP08_02;DP09_01;DP09_02;DP10_01;DP10_02;DP11_01;DP11_02;DP12_01;DP12_02;DP13_01;DP13_02;DP14_01;DP14_02;DP16_01;DP16_02;DP17_01;DP19_01;DP19_02;DP20_01;DP20_02;DP21_01;DP21_02;DP22_01;DP22_02;DP23_01;DP23_02;DP24_01;DP24_02;DP25_01;DP25_02;DP27_01;DP27_02;DP28_01;DP30_01;DP30_02;DP31_01;DP31_02;DP32_01;DP32_02;DP33_01;DP33_02;DP34_01;DP34_02;DP35_01;DP35_02;DP36_01;DP36_02;DP38_01;DP38_02;DP39_01;DP41_01;DP41_02;DP42_01;DP42_02;DP43_01;DP43_02;DP44_01;DP44_02;DP45_01;DP45_02;DP46_01;DP46_02;DP47_01;DP47_02;JS02_01;JS02_02;JS02_03;JS02_04;JS02_05;JS02_06;JS02_07;JS02_08;JS02_09;JS02_10;JS03_01;JS03_02;JS03_03;JS03_04;JS03_05;JS03_11;JS03_06;JS03_07;JS03_08;JS03_09;JS03_10;JS04_01;JS04_02;JS04_03;JS04_04;JS04_05;JS04_06;JS04_07;JS04_08;JS04_09;JS04_10;JS05_01;JS05_02;JS05_03;JS05_04;JS05_05;JS05_06;JS05_07;JS05_08;JS05_09;JS05_10;SD01_01;SD02;SD03_01;SD03_01a;SD04_01;IV01_01;T1;T2;T3;T4;IV02_01;ZZ01_01;ZZ02_01;DQ01_01;DQ01_02;SE01_01;SE01_02;SE01_03;SE01_04;SE01_05;SE01_06;PC01_01;PC01_02;PC01_03;PC01_04;P_CODE;EV01;EV01_01;TIME001;TIME002;TIME003;TIME004;TIME005;TIME006;TIME007;TIME008;TIME009;TIME010;TIME011;TIME012;TIME013;TIME014;TIME015;TIME016;TIME017;TIME019;TIME021;TIME022;TIME024;TIME025;TIME026;TIME027;TIME028;TIME029;TIME030;TIME031;TIME032;TIME033;TIME034;TIME036;TIME037;TIME038;TIME039;TIME040;TIME041;TIME042;TIME043;TIME044;TIME045;TIME047;TIME049;TIME050;TIME051;TIME052;TIME053;TIME054;TIME055;TIME056;TIME057;TIME058;TIME059;TIME062;TIME063;TIME064;TIME065;TIME066;TIME067;TIME068;TIME069;TIME070;TIME071;TIME072;TIME073;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
93;408;;;base;interview;18/06/2018 20:32;3;3;3;6;5;6;5;4;2;4;5;4;6;3;4;3;4;4;5;5;5;2;2;5;2;6;4;5;5;5;3;1;2;5;4;4;4;2;3;4;5;3;6;3;4;2;4;2;5;4;5;3;5;4;4;4;4;5;2;5;4;1;7;2;5;4;4;4;4;3;3;2;2;1;2;0;0;0;0;7;10;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2;3;0;3;0;3;0;3;0;2;0;2;0;2;0;1;10;10;2;1;1;0;0;0;1;0;2;0;1;0;0;0;0;4;5;4;3;4;5;5;5;5;4;6;5;5;5;5;5;5;4;6;6;6;5;6;6;5;5;6;4;5;6;6;6;6;6;6;6;6;5;6;5;6;27;2;Germanistik ;1;10;4;4;3;1;2;StartR4-EndR4,StartR3-EndR3,StartR1-EndR1,StartR2-EndR2,Verl;7;4;4;5;4;5;5;4;1;2;K;U;G;10;Kug10;1;2;20;31;75;3;117;11;77;78;63;149;92;242;116;54;36;54;14;;20;9;9;2;15;6;5;6;6;8;5;19;6;6;1;9;6;6;5;6;6;5;55;13;10;4;21;5;8;10;6;6;7;49;93;15;5;56;24;13;12;7;10;6;24;22;21;1773;;18/06/2018 21:03;1;0;73;73;0;0;0.97;8
94;411;;;base;interview;18/06/2018 21:58;3;4;3;5;2;6;4;2;4;2;5;4;5;4;2;5;4;1;6;6;6;5;1;6;1;6;4;6;3;6;4;5;2;2;2;6;2;1;2;5;6;2;6;5;4;1;1;2;4;1;5;1;6;3;5;5;3;6;2;1;4;4;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;5;5;4;4;3;3;;;1;1;0;0;0;0;10;2;2;5;5;0;5;0;3;2;3;0;1;0;0;0;0;10;10;1;3;3;4;4;3;3;1;1;1;1;0;0;0;0;5;5;6;3;6;6;6;5;6;6;5;6;6;5;6;5;5;6;6;6;6;5;6;3;6;6;6;6;6;5;3;6;6;6;5;6;6;6;6;6;6;29;3;;2;0;4;4;2;3;1;StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,StartR1-EndR1,Verl;4;4;4;5;3;3;4;5;2;1;m;l;a;29;mla29;1;2;13;282;76;7;116;14;50;60;388;71;37;102;86;8;40;164;11;10;20;10;13;3;19;39;25;10;46;43;7;36;31;19;8;35;47;16;1;23;50;62;44;31;16;4;64;39;20;41;22;13;23;76;16;25;7;215;48;24;66;11;13;88;28;34;57;2005;;18/06/2018 22:50;1;0;73;73;1;1;0.61;6
96;414;;;base;interview;18/06/2018 23:37;6;2;2;2;5;2;5;2;2;3;5;2;6;1;4;1;2;2;2;5;6;3;1;2;4;5;5;4;5;4;5;2;2;5;4;3;2;2;5;5;3;5;5;3;4;2;5;2;3;3;4;4;3;2;1;5;5;5;2;4;4;1;7;2;4;3;2;2;3;2;3;2;3;2;2;0;0;0;0;7;10;0;3;6;2;3;4;4;4;4;1;1;0;0;0;0;10;2;3;2;2;2;2;2;2;1;2;1;2;0;0;0;0;10;10;4;1;2;0;1;1;2;1;2;2;3;2;1;2;2;5;5;3;3;2;2;3;2;2;4;2;3;4;1;1;5;3;4;2;2;4;3;5;3;5;2;5;2;2;2;2;5;5;5;3;2;5;3;2;2;5;20;2;Volkswirtschaftslehre;1;4;2;2;4;1;3;StartR2-EndR2,StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,Verl;8;9;3;2;4;2;2;1;5;2;J;V;A;11;JVA11;1;2;10;4;20;3;92;4;43;60;54;36;32;73;67;6;18;28;6;;141;8;8;2;33;7;4;5;5;6;10;28;31;33;3;44;13;8;9;16;7;11;132;7;9;1;11;5;4;5;4;3;4;34;7;9;2;9;10;4;3;4;13;4;28;14;3;1201;;18/06/2018 23:59;1;0;73;73;0;0;1.32;32
97;415;;;base;interview;18/06/2018 23:42;5;6;3;2;2;3;4;1;1;3;4;3;3;2;5;4;6;3;5;6;2;5;2;1;3;6;2;4;3;5;4;5;3;6;4;5;5;2;1;5;3;2;1;5;5;3;1;6;3;2;4;3;6;5;4;4;1;6;4;5;4;1;7;2;5;6;6;0;0;0;0;0;0;0;0;0;0;0;0;7;10;5;2;2;2;2;2;2;0;0;0;0;0;0;0;0;10;2;3;3;3;3;3;3;3;0;0;0;0;0;0;0;0;10;10;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0;5;6;6;2;3;3;4;5;4;5;4;4;5;3;4;5;4;4;2;2;5;2;2;4;5;1;1;1;1;1;1;3;4;4;4;3;2;2;2;3;3;26;1;Biologie;1;2;1;1;4;2;3;StartR1-EndR1,StartR4-EndR4,StartR2-EndR2,StartR3-EndR3,Verl;8;7;5;5;3;5;5;4;6;5;M;F;B;25;MFB25;1;2;6;34;34;3;107;2;50;63;52;59;30;85;90;7;23;36;26;;17;9;14;4;55;17;5;2;3;3;8;19;6;14;2;12;9;5;3;2;2;2;18;5;8;1;10;3;4;8;2;2;2;39;6;10;3;27;14;2;2;2;2;3;28;13;55;1189;;19/06/2018 0:02;1;0;73;73;0;0;1.59;34
98;416;;;base;interview;18/06/2018 23:46;6;3;2;3;4;1;4;1;1;4;1;2;3;4;3;4;3;1;1;4;1;1;2;1;6;1;6;6;6;4;5;3;3;6;6;2;4;1;6;6;3;2;1;5;4;4;2;1;1;4;2;4;6;6;1;3;4;6;6;6;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;6;5;5;6;6;4;6;6;5;5;6;5;5;5;5;6;4;6;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;26;1;Biologie ;1;12;3;3;4;1;2;StartR3-EndR3,StartR4-EndR4,StartR1-EndR1,StartR2-EndR2,Verl;5;10;5;5;5;3;3;6;6;6;S;Y;S;30;Sys30;1;2;4;7;73;15;127;12;66;61;42;34;35;89;112;9;12;53;9;;24;9;8;2;6;4;6;6;4;4;4;22;5;4;2;5;4;6;4;5;4;7;23;18;19;7;41;16;12;7;7;8;7;10;56;9;3;26;13;4;5;4;7;4;21;33;47;1312;;19/06/2018 0:08;1;0;73;73;0;0;1.24;22
99;420;;;base;interview;19/06/2018 9:01;4;4;6;5;6;4;5;3;2;5;4;3;2;1;2;3;5;4;4;6;4;2;6;3;6;4;3;6;3;4;3;3;5;6;5;3;4;1;2;5;4;3;2;5;2;3;5;4;5;6;3;5;5;6;1;4;3;2;3;6;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;3;2;5;3;6;1;3;5;3;3;3;2;5;5;3;5;3;2;4;4;4;3;3;4;2;5;2;2;1;3;2;4;3;2;3;4;5;3;3;23;1;Law and Economics ;1;4;1;1;2;4;3;StartR1-EndR1,StartR2-EndR2,StartR4-EndR4,StartR3-EndR3,Verl;5;4;5;5;5;4;4;4;5;3;U;H;H;8;Uhh08;1;2;19;44;101;10;109;9;67;79;67;82;41;135;158;475;32;48;11;;36;18;13;4;40;19;12;8;6;7;8;33;18;15;2;54;11;6;7;6;8;7;22;6;6;1;18;8;8;7;6;6;6;43;12;15;2;12;23;9;6;7;10;6;23;23;13;1656;;19/06/2018 9:36;1;0;73;73;0;0;0.92;6
100;421;;;base;interview;19/06/2018 9:01;4;2;5;6;6;2;4;1;2;5;5;3;5;1;3;2;3;3;4;5;3;1;1;5;6;4;5;4;5;2;2;4;1;3;5;3;4;3;1;6;2;1;6;4;3;1;1;1;6;6;2;4;4;2;1;5;6;5;3;6;4;1;7;2;5;4;4;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;4;4;4;4;3;3;2;2;1;1;0;0;1;0;10;2;2;2;2;2;2;1;1;1;1;0;0;0;0;0;0;10;10;4;2;3;3;3;3;3;2;2;1;1;0;0;0;0;6;5;5;4;6;5;4;4;5;5;3;3;4;2;2;5;3;2;3;3;2;3;2;2;4;2;2;1;2;1;1;2;3;5;5;2;5;1;1;2;5;29;2;Amerikanistik Promotion;1;1;1;1;4;3;2;StartR1-EndR1,StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,Verl;5;9;5;5;3;5;5;2;4;1;C;A;E;9;CEA09;1;2;33;145;70;5;179;12;85;85;57;92;64;119;153;201;33;256;12;;89;20;15;10;108;60;35;11;8;14;21;62;7;7;3;42;145;140;8;8;8;11;115;36;20;4;50;11;8;6;7;5;7;135;15;19;4;69;98;10;8;84;8;7;20;57;57;2665;;19/06/2018 9:55;1;0;73;73;0;0;0.58;1
101;422;;;base;interview;19/06/2018 9:01;5;5;4;5;6;4;4;2;4;2;4;2;4;2;3;3;4;2;3;5;2;3;3;3;4;3;4;6;2;4;3;3;3;5;4;3;5;1;2;6;4;3;6;3;1;3;2;1;5;5;2;6;5;3;3;5;3;5;1;4;1;1;7;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;7;10;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;2;2;5;2;3;4;5;4;4;4;3;2;2;5;4;4;4;4;5;4;5;3;5;2;3;3;2;3;3;5;4;5;5;5;5;5;5;3;3;22;2;ELW;1;6;3;3;4;2;1;StartR3-EndR3,StartR4-EndR4,StartR2-EndR2,StartR1-EndR1,Verl;3;2;4;4;2;3;4;4;1;3;H;B;B;18;HBB18;1;2;22;196;38;11;113;5;132;70;67;75;34;94;98;6;45;63;34;74;12;7;4;2;5;5;3;2;3;3;3;32;7;9;2;9;6;4;2;4;3;3;90;16;17;6;78;14;5;8;6;13;5;11;36;13;2;14;8;3;2;3;3;3;15;14;3;1695;;19/06/2018 9:29;1;0;73;73;0;0;1.36;30
102;423;;;base;interview;19/06/2018 9:02;4;5;2;6;3;3;6;3;3;2;3;5;1;1;2;2;6;5;2;6;4;3;6;6;5;3;3;5;3;2;3;3;2;5;6;4;5;3;2;5;2;4;1;2;3;2;6;6;6;6;2;6;6;2;1;2;1;5;4;4;3;3;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;4;4;3;5;2;2;2;5;5;4;4;4;3;5;5;3;3;2;5;5;2;2;2;2;3;2;4;1;3;1;2;2;3;1;4;2;3;1;2;3;21;1;VWL;1;6;2;2;1;3;4;StartR2-EndR2,StartR1-EndR1,StartR3-EndR3,StartR4-EndR4,Verl;9;8;5;5;4;4;5;3;2;1;I;P;M;18;IPM18;1;2;6;24;31;4;106;7;76;71;59;62;65;88;87;5;18;42;7;11;16;9;5;3;8;5;6;7;6;5;6;18;39;10;5;37;14;6;9;4;4;5;28;20;7;2;6;6;5;6;5;5;4;12;14;6;1;6;7;5;4;5;5;5;9;17;5;1191;;19/06/2018 9:22;1;0;73;73;0;0;1.36;24
103;424;;;base;interview;19/06/2018 9:02;5;3;4;6;4;4;4;5;2;4;3;3;4;1;2;3;4;4;4;5;5;3;6;4;5;6;5;2;4;5;3;1;3;5;5;4;4;2;3;6;3;2;2;3;1;3;4;3;6;5;4;4;4;2;2;4;3;2;1;3;4;3;7;2;5;3;3;2;3;1;1;0;1;0;0;0;0;0;0;7;10;5;3;3;2;2;1;1;1;0;0;0;0;0;0;0;10;2;2;2;2;1;1;1;1;0;1;0;0;0;0;0;0;10;10;4;1;2;0;1;0;0;1;0;0;0;1;1;0;0;4;4;5;3;3;5;2;2;4;4;4;3;5;5;3;5;4;2;3;5;4;5;5;5;4;3;2;2;3;5;3;5;5;6;5;4;5;4;4;4;4;18;2;Pharmazie;1;2;4;4;3;2;1;StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,Verl;5;9;5;5;5;6;5;4;6;2;B;J;B;8;BJB08;1;2;15;91;75;9;148;15;91;91;99;86;52;130;134;7;34;140;18;177;43;7;6;4;27;13;8;7;5;7;7;49;7;11;2;20;16;29;8;5;6;9;86;13;13;3;48;16;9;14;6;12;7;192;24;33;8;66;46;44;20;11;29;10;16;22;9;2274;;19/06/2018 9:43;1;0;73;73;0;0;0.73;3
104;425;;;base;interview;19/06/2018 9:02;4;4;1;5;5;5;6;2;2;4;1;1;4;2;2;3;5;4;6;6;1;4;1;3;6;1;4;6;2;5;6;5;1;6;5;1;6;1;6;6;1;1;3;6;1;6;5;1;4;6;1;5;6;5;1;1;3;6;4;4;2;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;10;1;5;1;5;0;5;0;5;0;5;0;5;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;5;0;5;0;5;0;5;0;5;0;5;0;5;4;4;1;2;4;4;4;1;1;2;4;4;4;4;4;4;4;4;4;4;4;5;4;5;5;5;4;3;5;5;6;1;1;1;1;1;1;1;1;1;1;23;1;Mathematik;1;10;2;2;4;3;1;StartR2-EndR2,StartR4-EndR4,StartR3-EndR3,StartR1-EndR1,Verl;3;5;3;5;5;5;6;6;1;6;L;L;B;60;LPÜ06;1;2;4;27;88;3;253;6;181;34;22;29;100;392;219;8;124;3;13;158;33;6;8;7;5;5;4;5;7;4;4;28;104;12;6;117;30;14;5;4;5;4;65;11;6;4;7;7;5;3;5;4;5;54;11;13;3;9;10;4;4;13;4;22;61;19;9;2211;;19/06/2018 9:43;1;0;73;73;0;0;1.19;27
105;426;;;base;interview;19/06/2018 9:03;4;5;4;5;4;3;5;4;3;3;4;2;4;3;4;3;5;4;3;4;4;6;3;3;4;3;4;6;4;3;4;4;3;5;4;3;6;5;3;4;4;3;4;4;3;5;5;4;5;3;4;5;4;5;2;4;2;4;4;4;4;1;7;2;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;5;0;5;0;5;0;5;0;5;0;5;0;5;0;5;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;1;0;1;0;0;0;1;0;2;0;2;0;2;0;3;4;4;3;4;3;4;3;4;4;5;4;4;4;2;4;5;3;4;3;4;5;2;1;2;2;2;1;2;2;2;3;2;3;2;3;3;3;4;3;3;2;24;2;Vwl;1;3;4;4;3;2;1;StartR4-EndR4,StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,Verl;2;8;5;5;5;5;5;4;5;4;D;T;B;19;DTB19;1;2;4;32;107;184;73;42;103;237;33;42;13;55;62;10;23;9;12;;22;5;5;1;6;4;4;4;6;6;7;13;11;9;1;7;9;8;5;4;5;4;16;15;10;1;10;6;5;5;4;5;5;82;165;25;3;39;31;8;20;7;5;5;10;14;14;1365;;19/06/2018 9:31;1;0;73;73;0;0;1.35;27
107;428;;;base;interview;19/06/2018 9:06;5;4;5;5;5;2;5;2;2;5;1;2;5;2;2;5;5;2;4;5;2;4;2;1;5;1;4;5;3;2;5;5;2;5;5;2;5;4;2;5;1;2;4;4;2;5;3;2;5;5;1;5;6;4;2;2;4;5;2;5;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;4;3;2;2;2;3;2;3;3;4;3;3;3;5;4;2;3;3;3;4;3;4;3;2;2;1;3;2;1;4;4;5;5;4;4;5;4;4;4;59;1;Chemie;1;4;4;4;1;3;2;StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,StartR2-EndR2,Verl;8;4;5;5;5;5;5;2;2;2;J;E;L;25;JEL25;1;2;135;178;81;47;138;10;74;93;68;61;44;105;97;74;66;99;9;;38;64;12;4;18;6;6;6;6;6;5;59;10;6;2;8;6;8;5;6;6;6;60;11;19;3;10;6;7;5;5;5;5;74;24;51;8;40;13;10;8;8;6;6;32;24;122;1949;;19/06/2018 9:44;1;0;73;73;0;0;0.86;5
108;429;;;base;interview;19/06/2018 9:07;6;6;2;4;4;1;5;6;4;3;1;1;1;2;1;6;6;6;4;4;1;5;6;4;3;1;4;6;5;5;6;4;3;6;4;6;6;1;3;6;2;1;1;4;3;6;4;6;5;5;1;4;3;5;2;1;1;3;3;1;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;6;6;5;6;4;4;4;6;6;5;6;5;5;5;5;4;4;5;6;6;4;4;2;1;1;1;1;3;1;1;5;5;6;4;2;4;4;4;3;3;25;2;Geschichte;1;11;2;2;4;1;3;StartR2-EndR2,StartR4-EndR4,StartR1-EndR1,StartR3-EndR3,Verl;6;3;5;5;6;4;6;5;3;1;G;M;D;12;GMD12;1;2;34;47;94;11;76;11;49;74;45;62;35;75;120;7;42;54;7;;21;6;4;1;5;5;5;5;4;7;4;39;14;5;4;45;15;7;5;4;6;5;29;13;5;2;4;6;5;7;10;6;4;30;10;8;3;10;8;5;5;4;5;5;19;13;13;1288;;19/06/2018 9:29;1;0;73;73;0;0;1.25;20
109;431;;;base;interview;19/06/2018 9:09;6;4;2;4;3;5;4;5;1;4;6;1;3;1;1;3;5;6;5;6;4;2;6;5;4;6;6;1;6;5;3;3;4;4;6;4;6;6;1;6;2;6;4;4;6;4;2;6;6;5;6;3;2;6;1;6;5;1;1;6;5;1;7;2;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;7;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;2;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;10;10;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;6;6;3;2;6;5;6;6;6;6;6;5;5;4;2;5;4;2;1;3;6;1;6;4;6;1;1;1;1;1;1;6;6;6;6;6;6;4;3;5;3;21;2;Informatik;1;2;3;3;1;4;2;StartR3-EndR3,StartR1-EndR1,StartR4-EndR4,StartR2-EndR2,Verl;2;5;5;5;6;2;6;1;6;6;S;S;S;80;SSS08;1;2;10;110;101;3;190;7;73;106;62;89;39;140;108;7;24;44;20;12;40;12;12;3;29;10;6;5;6;4;6;25;11;4;3;14;5;4;5;5;4;5;66;21;21;8;53;16;9;14;14;6;6;53;15;10;4;17;5;6;5;5;4;5;18;20;49;1813;;19/06/2018 9:39;1;0;73;73;0;0;0.98;7
110;432;;;base;interview;19/06/2018 9:13;6;3;4;5;6;4;4;2;1;5;5;4;5;1;1;3;4;3;6;6;6;3;1;3;5;5;5;6;4;4;1;2;1;6;5;5;4;1;1;6;3;2;4;1;1;3;3;4;5;5;5;3;4;3;1;2;2;5;2;6;4;1;7;2;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;7;10;5;5;5;4;4;3;3;2;2;1;1;0;0;0;0;10;2;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;10;10;3;5;5;4;4;3;3;2;2;1;1;0;0;0;0;6;6;6;6;6;6;6;6;6;6;4;4;6;6;5;5;5;6;6;6;6;4;4;4;6;4;6;3;5;6;3;6;6;6;6;6;6;6;6;6;6;31;2;Jura;1;16;3;3;2;1;4;StartR3-EndR3,StartR2-EndR2,StartR1-EndR1,StartR4-EndR4,Verl;4;8;4;5;5;4;5;4;1;4;A;G;W;81;AGW18;1;2;4;18;109;3;87;5;40;66;55;42;26;70;81;2;19;52;5;;23;8;6;1;9;4;4;4;3;4;4;37;10;8;4;29;13;4;5;4;5;3;64;13;19;5;46;25;9;7;5;5;4;29;19;9;2;6;5;3;4;4;5;4;13;20;19;1220;;19/06/2018 9:34;1;0;73;73;0;0;1.37;24
111;433;;;base;interview;19/06/2018 9:14;4;5;3;2;3;3;4;3;3;4;3;2;2;3;4;3;3;2;4;4;4;4;3;3;3;3;4;2;3;5;4;2;5;5;2;3;5;2;3;6;4;3;2;5;4;4;2;4;2;4;4;3;4;3;3;5;3;5;2;4;4;1;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;10;0;0;0;0;0;0;0;0;0;;;0;0;0;0;10;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;3;3;3;4;4;4;3;4;4;4;3;2;3;4;4;3;3;2;4;2;4;3;3;2;3;2;2;2;2;4;4;5;4;4;4;3;3;3;3;23;1;Jura;1;10;2;2;4;3;1;StartR2-EndR2,StartR4-EndR4,StartR3-EndR3,StartR1-EndR1,Verl;9;8;3;3;5;3;2;3;4;4;B;J;T;23;BJT23;1;2;5;45;64;3;95;11;65;94;52;61;38;113;109;7;19;61;10;;12;10;6;2;3;5;2;3;3;3;4;35;12;6;2;64;14;5;5;1;5;4;19;13;8;2;5;3;3;7;4;3;3;35;17;17;2;6;6;6;5;4;4;4;41;16;28;1319;;19/06/2018 9:36;1;0;73;73;1;1;1.41;30
112;434;;;base;interview;19/06/2018 9:14;3;4;5;6;5;4;3;2;1;5;5;3;5;2;2;3;6;1;3;6;5;5;2;4;5;3;1;4;2;4;2;3;1;5;6;3;4;4;3;5;4;4;6;3;4;3;4;3;4;5;5;5;6;2;1;2;2;5;3;6;4;1;7;2;5;0;3;0;3;0;3;0;2;0;1;0;0;0;0;7;10;5;0;5;0;4;0;3;0;2;0;1;0;0;0;0;10;2;4;0;3;0;3;0;2;0;2;0;0;0;0;0;0;10;10;5;0;3;0;2;0;2;0;2;0;0;0;0;0;0;5;5;5;2;6;3;2;4;3;4;4;5;6;1;2;5;4;3;4;5;5;6;6;6;5;1;4;1;3;2;4;6;5;6;4;5;6;3;4;5;6;21;2;Pychologie;1;6;4;4;1;2;3;StartR4-EndR4,StartR1-EndR1,StartR2-EndR2,StartR3-EndR3,Verl;8;10;5;5;5;3;5;2;5;5;K;J;A;17;KJA17;1;2;15;34;29;4;113;8;76;122;74;93;55;104;100;4;24;60;7;;36;13;11;4;84;38;90;14;9;5;14;53;7;5;2;51;7;4;5;5;4;4;16;8;11;3;21;9;10;4;7;5;5;138;17;28;6;100;44;17;14;13;8;16;18;12;22;1855;;19/06/2018 9:46;1;0;73;73;0;0;0.92;7
113;435;;;base;interview;19/06/2018 9:18;2;4;5;6;4;3;5;6;2;3;3;4;2;1;2;5;6;3;6;6;4;2;6;2;4;2;2;6;2;4;2;2;3;4;4;4;6;2;1;6;3;1;3;1;5;5;3;1;5;6;1;4;5;1;3;6;5;2;1;4;-9;1;7;2;3;2;2;2;2;1;2;1;2;0;1;0;1;0;0;7;10;3;4;6;3;5;2;4;0;3;0;2;0;1;0;0;10;2;2;0;3;0;3;0;2;0;2;0;1;0;0;0;0;10;10;1;0;4;0;3;0;3;0;3;0;2;0;2;0;0;5;5;3;2;4;1;2;6;5;4;5;5;5;2;5;5;5;4;6;4;5;5;6;5;6;4;5;2;5;6;5;6;6;6;6;5;5;5;4;5;6;22;2;Ernährungswissenschaften;1;6;2;2;3;4;1;StartR2-EndR2,StartR3-EndR3,StartR4-EndR4,StartR1-EndR1,Verl;7;3;5;5;2;5;5;4;2;1;A;S;P;19;ASP19;1;2;6;54;44;4;110;8;76;76;47;51;30;104;105;7;21;63;6;52;14;8;16;2;58;19;7;22;9;5;6;56;14;18;2;100;24;11;13;21;15;26;89;11;20;3;50;17;14;17;9;14;6;19;8;22;2;36;8;7;11;7;5;8;16;20;6;1755;;19/06/2018 9:47;1;0;73;73;1;1;0.9;9
